,tweet_id,created_datetime,content,author_id,place_id,location,longitude,latitude,county,label,sentiment_1,sentiment_2
31,1.46427737383091e+18,2021-11-26,@jamiesmart @phoenixcomicuk @nellucnhoj Poor Bear. At least Looshkin didn’t boop his nose or try anything even more harmful.,2961958260.0,01c060cf466c6ce3,"Long Beach, CA",-118.152954,33.8158,LOS ANGELES,2.0,anger,negative
32,1.4643816970765765e+18,2021-11-26,There's this one bear roamin' around https://t.co/y5dPjTW4Wc,1.295412802727764e+18,0056a5ad3ac63b03,"South Lake Tahoe, CA",-119.98818,38.871613,EL DORADO,1.0,neutral,neutral
33,1.464392856299139e+18,2021-11-27,"If you have adopted a part bear cub through the @WWFprotect program, you probably fell for the catastrophic climate change myth.

#ClimateEmergency Hoax",8.84458557847896e+17,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,2.0,fear,negative
34,1.4650685719359816e+18,2021-11-28,"Took enough preworkout to fight a polar bear and about to hip thrust 300 pounds for the first time in months 

Pray 4 me",2277171384.0,a35b62af9d82aa08,"Walnut Creek, CA",-122.03734,37.864758,CONTRA COSTA,2.0,neutral,neutral
35,1.4658639397748244e+18,2021-12-01,I had a dream that @JamesDHathaway locked me in a room with a bear but the bear only wanted to eat my Thanksgiving dinner but my fat ass didn't want to give up my food so I squared up with the bear and started throwing hands,1711449457.0,e9b2c8beb5442ec5,"Bellflower, CA",-118.15085,33.905952,LOS ANGELES,2.0,anger,negative
36,1.465924071342821e+18,2021-12-01,@sarasadhwani And being stalked by a bear in your driveway!  No respect!,18268819.0,b90f2a335f8565c0,"Arden-Arcade, CA",-121.36761,38.593998,SACRAMENTO,2.0,anger,negative
37,1.4661258369484347e+18,2021-12-01,This is a cruel world. The memories we shared as coaches and friends will never be forgotten. RIP Polar Bear.,264376328.0,0562e9e53cddf6ec,"Santa Ana, CA",-117.93937,33.721928,ORANGE,2.0,sadness,negative
38,1.4668438059994317e+17,2011-12-13,"@Doryy_ haha that's believable I don't think they want there bank to smell like shit say you got attacked by a chinchilla  A bear ,rat,cat",89737078.0,6ba08e404aed471f,"Riverside, CA",-117.379265,33.97761,SAN BERNARDINO,2.0,fear,negative
39,1.4671763692180275e+17,2011-12-13,Smarter than the average bear #aea   @ An Event Apart SF 2011 http://t.co/E51rCudg,61133.0,5c92ab5379de3839,"South Beach, San Francisco",-122.37585,37.768547,SAN FRANCISCO,2.0,fear,neutral
40,1.467565971602694e+18,2021-12-05,Looking for a bear,1.2563857641048883e+18,07d9dbc2bc082001,Big Bear Dam,-116.94826,34.240795,SAN BERNARDINO,2.0,neutral,neutral
41,1.4676145484630095e+18,2021-12-05,SMALLER BEAR,580593891.0,f3cbe8607ff8ebaa,"Rancho Cordova, CA",-121.25268,38.595238,SACRAMENTO,2.0,neutral,neutral
42,1.467654712270852e+18,2021-12-06,@twcarey YOU TELL THE WHOLE DAMN WORLD THAT SOCAL IS BEAR TERRITORY!,304639451.0,b71fac2ee9792cbe,"Sacramento, CA",-121.48253,38.592644,YOLO,2.0,anger,negative
43,1.469177113328513e+18,2021-12-10,I do not blame the bear at all. https://t.co/6ppDmV9mD8,881361338.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,anger,neutral
44,1.46929868817442e+18,2021-12-10,"@ESPNNBA In other words he's not a bear, a bear will shit in the woods and wipe his ass with the leaves on the trees, now that's a bad MFer.",1.463552430294012e+18,0c2e6999105f8070,"Anaheim, CA",-117.82906,33.81007,ORANGE,2.0,disgust,negative
45,1.469342132473266e+18,2021-12-10,Little bear was just protec the neighbors nothing to be concern with https://t.co/YLMYbJ43YD,9.114376336827596e+17,0c2e6999105f8070,"Anaheim, CA",-117.82906,33.81007,ORANGE,2.0,neutral,neutral
46,1.4694421609277235e+18,2021-12-10,"@TinaDesireeBerg Not to mention the fckers from White Supremacy groups who used bear spray on peaceful demonstrators in El Cajon earlier this year. EC police were there, saw, did nothing.
There is something seriously wrong in this region. VERY SERIOUSLY wrong that the PDs don't pick up on this.",41389715.0,a592bd6ceb1319f7,"San Diego, CA",-117.10973,32.801037,SAN DIEGO,2.0,anger,negative
47,1.469476842377671e+18,2021-12-11,@BeverlyHallberg So is this bear. https://t.co/wIuDfU3Hrv,3138178405.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,2.0,neutral,neutral
48,1.469495222593679e+18,2021-12-11,Mama bear brings cubs over to meet the man who treated her nicely over the years https://t.co/aW3NrmEn41,1.2593077542728622e+18,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,1.0,neutral,neutral
49,1.4702126675329434e+17,2011-12-14,When I was driving to work I saw this gigantic brown bear stand up in the back of a pickup truck. Then I realized it was a big soft doggy,28290784.0,7d62cffe6f98f349,"San Jose, CA",-121.90978,37.32701,SANTA CLARA,2.0,disgust,positive
50,1.4706976234051994e+17,2011-12-14,Sigh. I'm such a momma bear.,9554832.0,2b6ff8c22edd9576,"SoMa, San Francisco",-122.40095,37.782223,SAN FRANCISCO,2.0,neutral,neutral
51,1.472203408698286e+17,2011-12-15,I have to keep my baby polar bear warm so she will survive the season.  @ Polar Bear Plunge http://t.co/N7D4ReQ4,270204548.0,a592bd6ceb1319f7,"San Diego, CA",-117.1546,32.734585,SAN DIEGO,2.0,neutral,positive
52,1.4722068170737254e+17,2011-12-15,Yeeeeeeehhaaaaaaaaaw  @ Polar Bear Plunge http://t.co/BwXr0ktY,270204548.0,a592bd6ceb1319f7,"San Diego, CA",-117.1546,32.734585,SAN DIEGO,2.0,joy,positive
53,1.472359600229798e+18,2021-12-19,Does a bear shit in the woods?? https://t.co/duBkepp71T,1302655074.0,6da7626e4e9e26ba,"Fairfield, CA",-122.047165,38.2245,SOLANO,2.0,disgust,neutral
54,1.47241731239322e+18,2021-12-19,Someone said that the Gorilla would win bc it’s smarter but I also would like to say that a grizzly bear has claws https://t.co/VlsLOES1n9,1180924890.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,2.0,neutral,neutral
55,1.472650271184474e+18,2021-12-19,There was a bear in my living room in Tahoe trying one of the couches. #BearCountry https://t.co/O4ezp0ipa6,726874674.0,7d62cffe6f98f349,"San Jose, CA",-121.90978,37.32701,SANTA CLARA,1.0,fear,neutral
56,1.4728183759569633e+18,2021-12-20,@gurgavin Possible bear trap!,64251373.0,3d533362cdab8107,"Irvine, CA",-117.831535,33.719917,ORANGE,2.0,fear,neutral
57,1.4729615006669903e+18,2021-12-20,Just saw a construction worker rub his back on a lamp post like a black bear,856614086.0,5a110d312052166f,"San Francisco, CA",-122.47957,37.766644,SAN FRANCISCO,2.0,disgust,neutral
58,1.4733386410783744e+18,2021-12-21,Bruh I wish I was a bear so I could have a biological excuse to hibernate,4893433641.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,neutral,neutral
59,1.4741160877341696e+18,2021-12-23,Help the bear lmao https://t.co/BtpvC2s8YP,20882608.0,007b3322101aab55,"Eastvale, CA",-117.60772,33.986004,SAN BERNARDINO,2.0,neutral,neutral
60,1.4741250147649615e+18,2021-12-23,HELP DA BEAR,1720182500.0,3134f9d2892d2685,"Hawthorne, CA",-118.36669,33.909264,LOS ANGELES,2.0,neutral,neutral
61,1.4742981821295163e+18,2021-12-24,HELP THE BEAR!!! https://t.co/Geh03twFn5,8.722084925217055e+17,7d62cffe6f98f349,"San Jose, CA",-121.90978,37.32701,SANTA CLARA,2.0,anger,neutral
62,1.4755069489968783e+18,2021-12-27,SIGN: Justice for Mother Bear and Cub Brutally Gunned Down https://t.co/RrNtBn9TlF,9.063542249334332e+17,9b101e0451f073b6,"Antioch, CA",-121.81191,37.958347,CONTRA COSTA,1.0,anger,negative
63,1.475564125304463e+18,2021-12-27,SIGN: Justice for Mother Bear and Cub Brutally Gunned Down https://t.co/UO5114AtEk #Florida #lockupJohnFalango #bear #blackbear #bearcub,16911132.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,fear,negative
64,1.4760665721123144e+18,2021-12-29,@downsanddirty Maybe a bear will eat her..,1705841257.0,5cda0a6ac9cf8725,"Rohnert Park, CA",-122.73641,38.30081,SONOMA,2.0,fear,negative
65,1.477358735232143e+18,2022-01-01,"I keep getting flashes of things I dreamed about last night, but can't put it together: 

1. Bear Cubs inside my house(?) hiding from them because their mom had to be somewhere
2. Offering someone a piece of candy out of an Austenland Heartshaped box of chocolates",246894048.0,944c03c1d85ef480,"Fresno, CA",-119.76402,36.8023,FRESNO,2.0,neutral,neutral
66,1.477706865718956e+18,2022-01-02,ITS BEAR HUNTING SEASON!!  #TogetherBlue,1.3674248074202565e+18,1927193c57f35d51,"West Hollywood, CA",-118.36331,34.089542,LOS ANGELES,2.0,joy,positive
67,1.4782154807918797e+18,2022-01-04,Ferocious Ollie Bear in his lair. Look at those needle claws. https://t.co/mGQHJLnvah,217625660.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1.0,neutral,neutral
68,1.4794585463496294e+17,2011-12-17,Can anyone distinguish a polar bear from and albino polar bear?,67558041.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.45926,34.28377,LOS ANGELES,2.0,neutral,neutral
69,14797034443.0,2010-05-26,Bear Wanders into L.A. Neighborhood http://bit.ly/bviVhR via http://outside.in/90010,17405709.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1.0,neutral,neutral
70,14797587010.0,2010-05-27,"Bear rescued from Porter Ranch pine tree likely scavenging for food, experts say http://bit.ly/9aLirw via http://outside.in/91311",17114629.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,neutral,neutral
71,14797589532.0,2010-05-27,90-Pound Bear Spotted In Porter Ranch Tree http://bit.ly/9VWwi3 via http://outside.in/91311,17114629.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,neutral,neutral
72,14797589814.0,2010-05-27,Bear cub rescued from tree in Porter Ranch http://bit.ly/cdrDEe via http://outside.in/91311,17114629.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,neutral,neutral
73,14797590255.0,2010-05-27,Bear Wanders into L.A. Neighborhood http://bit.ly/aLK3pp via http://outside.in/91311,17114629.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,neutral,neutral
74,1.4798938049959404e+18,2022-01-08,I had a dream last night that I was on an adventure with some people I work with and we almost got killed by a bear and then one of them got it to not kill us but I still didn't trust the bear so I spent the rest of the dream convincing them to leave it behind,59541997.0,f6ebc676e5cde864,"Santa Barbara, CA",-119.662186,34.461346,SANTA BARBARA,2.0,fear,negative
75,1.4808497534201528e+18,2022-01-11,@vishalfoto sir that bear is clearly brown,1.301275236894085e+18,2008b1cea656f14b,"Baldwin Park, CA",-117.92995,34.082493,LOS ANGELES,2.0,neutral,negative
76,1.4815406995939205e+18,2022-01-13,"Read the thread and you will believe a bear can write. No. Really. 
Gail Simone, ladies and germs..... https://t.co/sps4Q7rOTS",1.3948789680424591e+18,2c6666cb9436b81b,"Vista, CA",-117.203735,33.16465,SAN DIEGO,2.0,neutral,negative
77,1.481712199437488e+18,2022-01-13,Mama Bear mode activated.,14231299.0,9b381228ebd9a499,"Chico, CA",-121.85654,39.757458,BUTTE,2.0,neutral,neutral
78,1.482381827889324e+18,2022-01-15,The bear @ Lincoln Crossings https://t.co/e9YAbctxgC,2387999706.0,0026c52b089aab9c,"Lincoln, CA",-121.3061,38.87693,PLACER,1.0,neutral,neutral
79,1.482584266009641e+17,2011-12-18,Bear tracks.  RV door locked because that will help. (@ Yucaipa Regional Park) http://t.co/y4EuZZ3l,17545593.0,,,-117.04721,34.05126,SAN BERNARDINO,1.0,neutral,neutral
80,1.4828500155549125e+18,2022-01-16,@laleelun @thatshari Shari is my mama bear.,28067608.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,neutral,neutral
81,1.4845798884178043e+18,2022-01-21,"@Wetfeetphoto @visitsantacruz @santacruzwaves @scsentinel @madeinsantacruz @santacruzlife @SantaCruzLocal @CanonUSApro @PhotographyWeek @calm splendid. polar bear plunge this morning, Bryan?",931695187.0,9e2f548cbb1b19d9,"Opal Cliffs, CA",-122.01377,36.979702,SANTA CRUZ,2.0,fear,positive
82,1.4851820519930184e+18,2022-01-23,HELP THE BEAR https://t.co/w3J8WQJlQ4,1.4162265748362772e+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,neutral,neutral
83,1.4852024516490854e+17,2011-12-18,Basement bear just wants to hibernate in peace: http://t.co/iEFQ75QH via @incanus77,7214022.0,866269c983527d5a,"Ashbury Heights, San Francisco",-122.44995,37.76596,SAN FRANCISCO,2.0,neutral,neutral
84,1.4860237300944364e+18,2022-01-25,"8 Best Moments Polar Bear Hunting, Kill, Eat Seal, Walrus Alive https://t.co/kkyDlYtial via @YouTube https://t.co/hxhtD8foA9",1.4034678767873843e+18,947299911720444c,"Laguna, CA",-121.47894,38.412746,YOLO,2.0,joy,neutral
85,1.4875003156958615e+18,2022-01-29,"@MarlaTauscher And of course, the bear will end up getting killed because he will be viewed as a threat.",788065010.0,c8448d3a8975a816,"Moreno Valley, CA",-117.17823,33.885963,RIVERSIDE,1.0,anger,negative
86,1.4880468617137644e+18,2022-01-31,@MysterySolvent She killed a polar bear. https://t.co/HsHwWNOkpU,3411766271.0,6da7626e4e9e26ba,"Fairfield, CA",-122.047165,38.2245,SOLANO,2.0,anger,negative
87,1.488845875342295e+17,2011-12-19,Reno man who killed first bear in Nev. hunt guilty http://t.co/dilQXADO,14411304.0,b71fac2ee9792cbe,"Sacramento, CA",-121.47887,38.566895,YOLO,1.0,neutral,negative
88,1.4890974698372014e+18,2022-02-03,Killer Bear,3383975033.0,07d9d05bfac85004,Bethany Village,-121.580215,37.781685,SAN JOAQUIN,2.0,neutral,neutral
89,1.4893976538844403e+18,2022-02-04,"@SEASiberts Sedated or not, I'm not really sure I'd be that comfortable grabbing a bear's paw like that.",17414054.0,3a16272f05577d7e,"Lake Forest, CA",-117.67244,33.626534,ORANGE,2.0,neutral,negative
90,1.489652711490392e+18,2022-02-04,#MyIntuitionTellsMe when der is a bear around https://t.co/eMB6xse1RV,248135355.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,fear,neutral
91,1.4897244675244032e+16,2010-12-15,"I want to be a cubby bear, but not a chubby one.",20031807.0,,,-118.378716,34.089886,LOS ANGELES,2.0,neutral,neutral
92,1.4901029260684452e+18,2022-02-05,@MattH_4America It better wake up with the vengeance of a hungry hibernating bear ready to rip some ass,1.115596310759895e+18,e1e35d357ceefa52,"Redondo Beach, CA",-118.368904,33.81898,LOS ANGELES,2.0,anger,negative
93,1.4901252487499366e+17,2011-12-20,Are you a grumpy bear :c?,75927120.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,anger,negative
94,1.4905242550705231e+18,2022-02-07,Smarter than the average bear! https://t.co/3DbnQmG3oL,3411766271.0,6da7626e4e9e26ba,"Fairfield, CA",-122.047165,38.2245,SOLANO,2.0,neutral,positive
95,14909672562.0,2010-05-28,"Lake Tahoe man accused of shooting bear cub, leaving its carcass to rot in ditch - http://bit.ly/chlBoC #Tahoma #California",87321283.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,anger,negative
96,1.4915905101163643e+18,2022-02-10,This BEAR is a really cool cat I tell ya. #AEWDynamite,58538067.0,ab2f2fac83aa388d,"Oakland, CA",-122.2622,37.77075,SAN FRANCISCO,2.0,joy,positive
97,1.4922791246682808e+18,2022-02-11,"Way back when I worked at LAZ I knew Ranger. He was just a youngster then, but always a real good bear. My heart goes out to his keepers. https://t.co/TNHDl8TSHQ",16959316.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,neutral,positive
98,1.4923488628324106e+18,2022-02-12,"Local predators: tick, rattlesnake, bobcat, black bear, cougar, and likely wolf. Black-tailed deer are native, we watched some skip today. And there are vernal pool with critters.

Very cool. Except the ticks.",15986434.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,2.0,neutral,positive
99,1.492409238437519e+18,2022-02-12,Stuck between wanting to be a beautiful ethereal creature or a dominating predator that fight bear in forest,1.4476757345001308e+18,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,neutral,neutral
100,1.4928308309174067e+18,2022-02-13,I'd be surprised if there is no scene in #JurassicWorldDominion that has Blue take on (and kill) a Grizzly Bear,2363719158.0,97a92e99cf240467,"Corning, CA",-122.212204,39.93164,TEHAMA,2.0,neutral,neutral
101,1.4928629687399503e+18,2022-02-13,URGENT: Help Permanently Ban Spring Bear Hunting In Washington! - Sign the Petition! https://t.co/YxbZMSUA0b via @Change,9.063542249334332e+17,9b101e0451f073b6,"Antioch, CA",-121.81191,37.958347,CONTRA COSTA,2.0,anger,neutral
102,1.4933443857605222e+18,2022-02-14,@wichitazoo I remember visiting as a kid in the late 80s early 90s sometime and definitely remember there being a polar bear exhibit where you could even see them swimming underwater...a friend says Wichita zoo doesn't have and never had polar bears...am I crazy?,33144287.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,2.0,surprise,neutral
103,1.4934150879015895e+18,2022-02-15,"@rrrubenstein We're volunteering in Northern California. View out our front window. Sandhill cranes, magpies, owls, doves. In the hills, coyote, black bear, bobcat, cougar, wolf, black-tail deer. Good neighborhood. https://t.co/7fpyjGfe6J",15986434.0,fbd6d2f5a4e4a15e,"California, USA",-119.31103,37.250366,MADERA,1.0,neutral,positive
104,1.4937657169981645e+18,2022-02-16,Oppose Effort to Ban Bear Hunting in California- Sign the Petition https://t.co/zfhRJmuGpR,1.0984385584178052e+18,f86b6c4ffd7116de,"Rio Dell, CA",-124.11896,40.513474,HUMBOLDT,2.0,neutral,neutral
106,1.4951540260647365e+18,2022-02-19,@ABC7 I really hope state wildlife officials agree to trap it and transport the bear to the two sanctuary locations that are willing to take him to prevent his death.,49168280.0,2f97b9acb13ca665,"Costa Mesa, CA",-117.94091,33.63662,ORANGE,1.0,neutral,neutral
107,1.495455612921999e+18,2022-02-20,"*Ahem* @CaliforniaDFW is euthanizing this majestic black bear necessary? CA wildfires have wrecked havoc on wildlife habitat, Im sure there is a more humane approach. Killing this black bear is not the answer. Have their been efforts to relocate him to a bear sanctuary? https://t.co/31gp52X4dV",9.4137572045815e+17,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,1.0,anger,negative
108,1.4958980172114944e+18,2022-02-21,@RickardonSports He is smarter than the average bear..,448442321.0,3b77caf94bfc81fe,"Los Angeles, CA",-118.36518,33.99941,LOS ANGELES,2.0,neutral,neutral
109,1.496349207413805e+18,2022-02-23,@mattzollerseitz Nothing that bear has done is a crime to a bear.,125540746.0,61f1d75eb5064808,"San Leandro, CA",-122.14597,37.682907,ALAMEDA,2.0,anger,negative
110,1.496617453475885e+18,2022-02-23,@sacbee_news talk to the bear first,212321156.0,3ad0f706b3fa62a8,"Palo Alto, CA",-122.1383,37.41311,SANTA CLARA,2.0,neutral,neutral
